chr1	909000	933000
chr1	1454000	1478000
chr1	1819000	1843000
chr1	6289000	6313000
chr1	6554000	6578000
chr1	8047000	8071000
chr1	8086000	8110000
chr1	8223000	8247000
chr1	8944000	8968000
chr1	9241000	9265000
chr1	9672000	9696000
chr1	9960000	9984000
chr1	11086000	11110000
chr1	12090000	12114000
chr1	12209000	12233000
chr1	12594000	12618000
chr1	15763000	15787000
chr1	16092000	16116000
chr1	16524000	16548000
chr1	16724000	16748000
chr1	17293000	17317000
chr1	17518000	17542000
chr1	17781000	17805000
chr1	21020000	21044000
chr1	23403000	23427000
chr1	24269000	24293000
chr1	24604000	24628000
chr1	26804000	26828000
chr1	27182000	27206000
chr1	27824000	27848000
chr1	28185000	28209000
chr1	28625000	28649000
chr1	28901000	28925000
chr1	29445000	29469000
chr1	31379000	31403000
chr1	32159000	32183000
chr1	32228000	32252000
chr1	32661000	32685000
chr1	33356000	33380000
chr1	35232000	35256000
chr1	35876000	35900000
chr1	36032000	36056000
chr1	36788000	36812000
chr1	40271000	40295000
chr1	40342000	40366000
chr1	40701000	40725000
chr1	40922000	40946000
chr1	41401000	41425000
chr1	43193000	43217000
chr1	44427000	44451000
chr1	45242000	45266000
chr1	45803000	45827000
chr1	48011000	48035000
chr1	51496000	51520000
chr1	52016000	52040000
chr1	52245000	52269000
chr1	52820000	52844000
chr1	57708000	57732000
chr1	59205000	59229000
chr1	59348000	59372000
chr1	59457000	59481000
chr1	64032000	64056000
chr1	78000000	78024000
chr1	78368000	78392000
chr1	89298000	89322000
chr1	94176000	94200000
chr1	94261000	94285000
chr1	95135000	95159000
chr1	95314000	95338000
chr1	100406000	100430000
chr1	101687000	101711000
chr1	110375000	110399000
chr1	110499000	110523000
chr1	113034000	113058000
chr1	115061000	115085000
chr1	145434000	145458000
chr1	145517000	145541000
chr1	145714000	145738000
chr1	150502000	150526000
chr1	150948000	150972000
chr1	151003000	151027000
chr1	151131000	151155000
chr1	151446000	151470000
chr1	151816000	151840000
chr1	153613000	153637000
chr1	153885000	153909000
chr1	153930000	153954000
chr1	154993000	155017000
chr1	156024000	156048000
chr1	156649000	156673000
chr1	161044000	161068000
chr1	162016000	162040000
chr1	169026000	169050000
chr1	172107000	172131000
chr1	172134000	172158000
chr1	173873000	173897000
chr1	176450000	176474000
chr1	178637000	178661000
chr1	185232000	185256000
chr1	185328000	185352000
chr1	198071000	198095000
chr1	201243000	201267000
chr1	201930000	201954000
chr1	202026000	202050000
chr1	203504000	203528000
chr1	204100000	204124000
chr1	204341000	204365000
chr1	205244000	205268000
chr1	207399000	207423000
chr1	212725000	212749000
chr1	222312000	222336000
chr1	224391000	224415000
chr1	225651000	225675000
chr1	228140000	228164000
chr1	228329000	228353000
chr1	228563000	228587000
chr1	228942000	228966000
chr1	228957000	228981000
chr1	229637000	229661000
chr1	229694000	229718000
chr1	230423000	230447000
chr1	230828000	230852000
chr1	231101000	231125000
chr1	234748000	234772000
chr1	236659000	236683000
chr1	238634000	238658000
chr1	242140000	242164000
chr1	244678000	244702000
chr1	249119000	249143000
chr10	362000	386000
chr10	1060000	1084000
chr10	1497000	1521000
chr10	5867000	5891000
chr10	6162000	6186000
chr10	7841000	7865000
chr10	31762000	31786000
chr10	33250000	33274000
chr10	35857000	35881000
chr10	38281000	38305000
chr10	43861000	43885000
chr10	43903000	43927000
chr10	44811000	44835000
chr10	45452000	45476000
chr10	57685000	57709000
chr10	67615000	67639000
chr10	70960000	70984000
chr10	71540000	71564000
chr10	73113000	73137000
chr10	74031000	74055000
chr10	74958000	74982000
chr10	75390000	75414000
chr10	75668000	75692000
chr10	76914000	76938000
chr10	90289000	90313000
chr10	94330000	94354000
chr10	94407000	94431000
chr10	98764000	98788000
chr10	99159000	99183000
chr10	99448000	99472000
chr10	102722000	102746000
chr10	105106000	105130000
chr10	105215000	105239000
chr10	106042000	106066000
chr10	113391000	113415000
chr10	115502000	115526000
chr10	119820000	119844000
chr10	121306000	121330000
chr10	124724000	124748000
chr10	126269000	126293000
chr10	127377000	127401000
chr10	127451000	127475000
chr10	129875000	129899000
chr10	134121000	134145000
chr11	321000	345000
chr11	347000	371000
chr11	1031000	1055000
chr11	1986000	2010000
chr11	7666000	7690000
chr11	8188000	8212000
chr11	8941000	8965000
chr11	9464000	9488000
chr11	10895000	10919000
chr11	19681000	19705000
chr11	19977000	20001000
chr11	27650000	27674000
chr11	33002000	33026000
chr11	34624000	34648000
chr11	45908000	45932000
chr11	46287000	46311000
chr11	46394000	46418000
chr11	46732000	46756000
chr11	47351000	47375000
chr11	47603000	47627000
chr11	47931000	47955000
