chr1	982000	1006000
chr1	1041000	1065000
chr1	1206000	1230000
chr1	1664000	1688000
chr1	2309000	2333000
chr1	2451000	2475000
chr1	3459000	3483000
chr1	9576000	9600000
chr1	17026000	17050000
chr1	18975000	18999000
chr1	20897000	20921000
chr1	21501000	21525000
chr1	23305000	23329000
chr1	23891000	23915000
chr1	27135000	27159000
chr1	27915000	27939000
chr1	28817000	28841000
chr1	29191000	29215000
chr1	32027000	32051000
chr1	32793000	32817000
chr1	32845000	32869000
chr1	32984000	33008000
chr1	33497000	33521000
chr1	35311000	35335000
chr1	36607000	36631000
chr1	36855000	36879000
chr1	38206000	38230000
chr1	38456000	38480000
chr1	40958000	40982000
chr1	41884000	41908000
chr1	41982000	42006000
chr1	42302000	42326000
chr1	44096000	44120000
chr1	44392000	44416000
chr1	45187000	45211000
chr1	45611000	45635000
chr1	45886000	45910000
chr1	46627000	46651000
chr1	48200000	48224000
chr1	59034000	59058000
chr1	59372000	59396000
chr1	64156000	64180000
chr1	68289000	68313000
chr1	74461000	74485000
chr1	74650000	74674000
chr1	75201000	75225000
chr1	78222000	78246000
chr1	89346000	89370000
chr1	90265000	90289000
chr1	93968000	93992000
chr1	109114000	109138000
chr1	110332000	110356000
chr1	110393000	110417000
chr1	110939000	110963000
chr1	110952000	110976000
chr1	112271000	112295000
chr1	112928000	112952000
chr1	114434000	114458000
chr1	116023000	116047000
chr1	120198000	120222000
chr1	121244000	121268000
chr1	145081000	145105000
chr1	147128000	147152000
chr1	150544000	150568000
chr1	150850000	150874000
chr1	151151000	151175000
chr1	155074000	155098000
chr1	156053000	156077000
chr1	160155000	160179000
chr1	165587000	165611000
chr1	168179000	168203000
chr1	172313000	172337000
chr1	173669000	173693000
chr1	178970000	178994000
chr1	181063000	181087000
chr1	186330000	186354000
chr1	193074000	193098000
chr1	197857000	197881000
chr1	201149000	201173000
chr1	205448000	205472000
chr1	212949000	212973000
chr1	212971000	212995000
chr1	220251000	220275000
chr1	221920000	221944000
chr1	224506000	224530000
chr1	225900000	225924000
chr1	225925000	225949000
chr1	226235000	226259000
chr1	226361000	226385000
chr1	229073000	229097000
chr1	233073000	233097000
chr1	233439000	233463000
chr1	234650000	234674000
chr1	236066000	236090000
chr1	242094000	242118000
chr1	244476000	244500000
chr1	246717000	246741000
chr1	247157000	247181000
chr1	249183000	249207000
chr10	430000	454000
chr10	3088000	3112000
chr10	7438000	7462000
chr10	12085000	12109000
chr10	12354000	12378000
chr10	12367000	12391000
chr10	16441000	16465000
chr10	27520000	27544000
chr10	29679000	29703000
chr10	55661000	55685000
chr10	58106000	58130000
chr10	67626000	67650000
chr10	69827000	69851000
chr10	70069000	70093000
chr10	70287000	70311000
chr10	70563000	70587000
chr10	71929000	71953000
chr10	72007000	72031000
chr10	72122000	72146000
chr10	72519000	72543000
chr10	76850000	76874000
chr10	76944000	76968000
chr10	80186000	80210000
chr10	89255000	89279000
chr10	89386000	89410000
chr10	91047000	91071000
chr10	92693000	92717000
chr10	93504000	93528000
chr10	95234000	95258000
chr10	98574000	98598000
chr10	104650000	104674000
chr10	105449000	105473000
chr10	112173000	112197000
chr10	112591000	112615000
chr10	115424000	115448000
chr10	118512000	118536000
chr10	119201000	119225000
chr10	134240000	134264000
chr11	296000	320000
chr11	904000	928000
chr11	1784000	1808000
chr11	2911000	2935000
chr11	3815000	3839000
chr11	3855000	3879000
chr11	7966000	7990000
chr11	7994000	8018000
chr11	8917000	8941000
chr11	12380000	12404000
chr11	19248000	19272000
chr11	22634000	22658000
chr11	27275000	27299000
chr11	32903000	32927000
chr11	35108000	35132000
chr11	35934000	35958000
chr11	43889000	43913000
chr11	43948000	43972000
chr11	44574000	44598000
chr11	58334000	58358000
chr11	60663000	60687000
chr11	61349000	61373000
chr11	61787000	61811000
chr11	66334000	66358000
chr11	66854000	66878000
chr11	67072000	67096000
chr11	67179000	67203000
chr11	67765000	67789000
chr11	68055000	68079000
chr11	71623000	71647000
chr11	72286000	72310000
chr11	73477000	73501000
chr11	75080000	75104000
chr11	86450000	86474000
chr11	94457000	94481000
chr11	107729000	107753000
chr11	108082000	108106000
chr11	111453000	111477000
chr11	111785000	111809000
chr11	114198000	114222000
chr11	118135000	118159000
chr11	118427000	118451000
chr11	118962000	118986000
chr11	120174000	120198000
chr11	123272000	123296000
chr11	123964000	123988000
chr11	124033000	124057000
chr11	126065000	126089000
chr11	128857000	128881000
chr11	130168000	130192000
chr12	735000	759000
chr12	6473000	6497000
chr12	6856000	6880000
chr12	8810000	8834000
chr12	10336000	10360000
chr12	10532000	10556000
chr12	11331000	11355000
chr12	12490000	12514000
chr12	12532000	12556000
chr12	19884000	19908000
chr12	20492000	20516000
chr12	21796000	21820000
chr12	27075000	27099000
chr12	27160000	27184000
chr12	29934000	29958000
chr12	32097000	32121000
chr12	44196000	44220000
chr12	46760000	46784000
chr12	46817000	46841000
chr12	48129000	48153000
chr12	49190000	49214000
chr12	49700000	49724000
chr12	51419000	51443000
chr12	52584000	52608000
chr12	53809000	53833000
chr12	54694000	54718000
chr12	54804000	54828000
chr12	56528000	56552000
chr12	62634000	62658000
chr12	64604000	64628000
chr12	65141000	65165000
chr12	68992000	69016000
chr12	69734000	69758000
chr12	79251000	79275000
chr12	83698000	83722000
chr12	93950000	93974000
chr12	96179000	96203000
chr12	96573000	96597000
chr12	98879000	98903000
chr12	100581000	100605000
chr12	104440000	104464000
chr12	107445000	107469000
chr12	108063000	108087000
chr12	109411000	109435000
chr12	110316000	110340000
chr12	110696000	110720000
chr12	112543000	112567000
chr12	115197000	115221000
chr12	116923000	116947000
chr12	120951000	120975000
chr12	122736000	122760000
chr12	123438000	123462000
chr12	123846000	123870000
chr12	132359000	132383000
chr12	133046000	133070000
chr12	133694000	133718000
chr13	22155000	22179000
chr13	25854000	25878000
chr13	29281000	29305000
chr13	31141000	31165000
chr13	31725000	31749000
chr13	36978000	37002000
chr13	39597000	39621000
chr13	41339000	41363000
chr13	41839000	41863000
chr13	50646000	50670000
chr13	50957000	50981000
chr13	51454000	51478000
chr13	67316000	67340000
chr13	76103000	76127000
chr13	77897000	77921000
chr13	91625000	91649000
chr13	98616000	98640000
chr13	99232000	99256000
chr13	102125000	102149000
chr13	109500000	109524000
chr14	20797000	20821000
chr14	21564000	21588000
chr14	23995000	24019000
chr14	24725000	24749000
chr14	31010000	31034000
chr14	31696000	31720000
chr14	35437000	35461000
chr14	38655000	38679000
chr14	39570000	39594000
chr14	50330000	50354000
chr14	50678000	50702000
chr14	50763000	50787000
chr14	53156000	53180000
chr14	54958000	54982000
chr14	58659000	58683000
chr14	58694000	58718000
chr14	61177000	61201000
chr14	67682000	67706000
chr14	67871000	67895000
chr14	69453000	69477000
chr14	69606000	69630000
chr14	73925000	73949000
chr14	76433000	76457000
chr14	77403000	77427000
chr14	78236000	78260000
chr14	87192000	87216000
chr14	89014000	89038000
chr14	89085000	89109000
chr14	90842000	90866000
chr14	91959000	91983000
chr14	93583000	93607000
chr14	94427000	94451000
chr14	96848000	96872000
chr14	100075000	100099000
chr14	100212000	100236000
chr14	100828000	100852000
chr14	102411000	102435000
chr14	102763000	102787000
chr14	103690000	103714000
chr14	105257000	105281000
chr14	105438000	105462000
chr14	105699000	105723000
chr14	105761000	105785000
chr15	32146000	32170000
chr15	34499000	34523000
chr15	40644000	40668000
chr15	41163000	41187000
chr15	41829000	41853000
chr15	42774000	42798000
chr15	43400000	43424000
chr15	45904000	45928000
chr15	47993000	48017000
chr15	49698000	49722000
chr15	49898000	49922000
chr15	51098000	51122000
chr15	51170000	51194000
chr15	52958000	52982000
chr15	55597000	55621000
chr15	55789000	55813000
chr15	56879000	56903000
chr15	59681000	59705000
chr15	59973000	59997000
chr15	62659000	62683000
chr15	63390000	63414000
chr15	65465000	65489000
chr15	65570000	65594000
chr15	65804000	65828000
chr15	67317000	67341000
chr15	67541000	67565000
chr15	71070000	71094000
chr15	71371000	71395000
chr15	74265000	74289000
chr15	74483000	74507000
chr15	75060000	75084000
chr15	75991000	76015000
chr15	79852000	79876000
chr15	80333000	80357000
chr15	83406000	83430000
chr15	85130000	85154000
chr15	88191000	88215000
chr15	99158000	99182000
chr15	99775000	99799000
chr16	2458000	2482000
chr16	4347000	4371000
chr16	9063000	9087000
chr16	9157000	9181000
chr16	10421000	10445000
chr16	12888000	12912000
chr16	14081000	14105000
chr16	16290000	16314000
chr16	18956000	18980000
chr16	19395000	19419000
chr16	21581000	21605000
chr16	25025000	25049000
chr16	27285000	27309000
chr16	28219000	28243000
chr16	30044000	30068000
chr16	30681000	30705000
chr16	30800000	30824000
chr16	31100000	31124000
chr16	46403000	46427000
chr16	53063000	53087000
chr16	57312000	57336000
chr16	67129000	67153000
chr16	68007000	68031000
chr16	69776000	69800000
chr16	70133000	70157000
chr16	70315000	70339000
chr16	70466000	70490000
chr16	73115000	73139000
chr16	74790000	74814000
chr16	75014000	75038000
chr16	78091000	78115000
chr16	84656000	84680000
chr16	87250000	87274000
chr16	87411000	87435000
chr16	87535000	87559000
chr16	88571000	88595000
chr16	88614000	88638000
chr16	89758000	89782000
chr17	877000	901000
chr17	1006000	1030000
chr17	1021000	1045000
chr17	1160000	1184000
chr17	2432000	2456000
chr17	2687000	2711000
chr17	4273000	4297000
chr17	4445000	4469000
chr17	6793000	6817000
chr17	6926000	6950000
chr17	7818000	7842000
chr17	8073000	8097000
chr17	11900000	11924000
chr17	15169000	15193000
chr17	15580000	15604000
chr17	16909000	16933000
chr17	17341000	17365000
chr17	17564000	17588000
chr17	18055000	18079000
chr17	18256000	18280000
chr17	19623000	19647000
chr17	29144000	29168000
chr17	29809000	29833000
chr17	29859000	29883000
chr17	30233000	30257000
chr17	33596000	33620000
chr17	33692000	33716000
chr17	35274000	35298000
chr17	35721000	35745000
chr17	36010000	36034000
chr17	36416000	36440000
chr17	36580000	36604000
chr17	37600000	37624000
chr17	38204000	38228000
chr17	38651000	38675000
chr17	40083000	40107000
chr17	40423000	40447000
chr17	41117000	41141000
chr17	42612000	42636000
chr17	42764000	42788000
chr17	43648000	43672000
chr17	44859000	44883000
chr17	45576000	45600000
chr17	46160000	46184000
chr17	48102000	48126000
chr17	48475000	48499000
chr17	48576000	48600000
chr17	48695000	48719000
chr17	48776000	48800000
chr17	54234000	54258000
chr17	55313000	55337000
chr17	56742000	56766000
chr17	58029000	58053000
chr17	59331000	59355000
chr17	61917000	61941000
chr17	64253000	64277000
chr17	65353000	65377000
chr17	66445000	66469000
chr17	73424000	73448000
chr17	75018000	75042000
chr17	77738000	77762000
chr17	80400000	80424000
chr17	80444000	80468000
chr17	80650000	80674000
chr18	140000	164000
chr18	3111000	3135000
chr18	6709000	6733000
chr18	7119000	7143000
chr18	9318000	9342000
chr18	12283000	12307000
chr18	12381000	12405000
chr18	19174000	19198000
chr18	20034000	20058000
chr18	20115000	20139000
chr18	21017000	21041000
chr18	21978000	22002000
chr18	28818000	28842000
chr18	30043000	30067000
chr18	43675000	43699000
chr18	51769000	51793000
chr18	52436000	52460000
chr18	52620000	52644000
chr18	56266000	56290000
chr18	60091000	60115000
chr18	61105000	61129000
chr18	67939000	67963000
chr18	68072000	68096000
chr19	906000	930000
chr19	1081000	1105000
chr19	1385000	1409000
chr19	1885000	1909000
chr19	2145000	2169000
chr19	3696000	3720000
chr19	3986000	4010000
chr19	4453000	4477000
chr19	4874000	4898000
chr19	5333000	5357000
chr19	5672000	5696000
chr19	7442000	7466000
chr19	9146000	9170000
chr19	9533000	9557000
chr19	10626000	10650000
chr19	10688000	10712000
chr19	13958000	13982000
chr19	14523000	14547000
chr19	14611000	14635000
chr19	16582000	16606000
chr19	18646000	18670000
chr19	21184000	21208000
chr19	21508000	21532000
chr19	23241000	23265000
chr19	30130000	30154000
chr19	32821000	32845000
chr19	33159000	33183000
chr19	33553000	33577000
chr19	34653000	34677000
chr19	36402000	36426000
chr19	36609000	36633000
chr19	37550000	37574000
chr19	37689000	37713000
chr19	39824000	39848000
chr19	42753000	42777000
chr19	45955000	45979000
chr19	47609000	47633000
chr19	49046000	49070000
chr19	49560000	49584000
chr19	49609000	49633000
chr19	50076000	50100000
chr19	50247000	50271000
chr19	52665000	52689000
chr19	56631000	56655000
chr19	57776000	57800000
chr2	249000	273000
chr2	19167000	19191000
chr2	26219000	26243000
chr2	26521000	26545000
chr2	26963000	26987000
chr2	27572000	27596000
chr2	27938000	27962000
chr2	29081000	29105000
chr2	32265000	32289000
chr2	36871000	36895000
chr2	37395000	37419000
chr2	42583000	42607000
chr2	45380000	45404000
chr2	47400000	47424000
chr2	47987000	48011000
chr2	54000000	54024000
chr2	55831000	55855000
chr2	58907000	58931000
chr2	61091000	61115000
chr2	61230000	61254000
chr2	64665000	64689000
chr2	65052000	65076000
chr2	67775000	67799000
chr2	70464000	70488000
chr2	74404000	74428000
chr2	85667000	85691000
chr2	97404000	97428000
chr2	98610000	98634000
chr2	101767000	101791000
chr2	109051000	109075000
chr2	113019000	113043000
chr2	119967000	119991000
chr2	120987000	121011000
chr2	127961000	127985000
chr2	131081000	131105000
chr2	135642000	135666000
chr2	138772000	138796000
chr2	148766000	148790000
chr2	166926000	166950000
chr2	170423000	170447000
chr2	172104000	172128000
chr2	172756000	172780000
chr2	173403000	173427000
chr2	176943000	176967000
chr2	178123000	178147000
chr2	179301000	179325000
chr2	190635000	190659000
chr2	192035000	192059000
chr2	204086000	204110000
chr2	207611000	207635000
chr2	217258000	217282000
chr2	219162000	219186000
chr2	220346000	220370000
chr2	232491000	232515000
chr2	241319000	241343000
chr2	242476000	242500000
chr2	242659000	242683000
chr2	243003000	243027000
chr20	2254000	2278000
chr20	2487000	2511000
chr20	5037000	5061000
chr20	5892000	5916000
chr20	16569000	16593000
chr20	17527000	17551000
chr20	17821000	17845000
chr20	18470000	18494000
chr20	23116000	23140000
chr20	25364000	25388000
